Time,shortEMA,shortSMA,shortRSI,longEMA,longSMA,longRSI,HBB,LBB,Value
2019-09-30 23:00,1.3242459487560354,1.3252674424842128,1.324063043478261,1.3258574251497004,50.061652281135714,50.03813691778685,1.3250001185763505,1.3231259683801715,1.32488
