Time,Max,Min,SMAP,RSI,Value
2019-01-04 15:00,1.339460000,1.339310000,1.3531584,38.822974778031,1.33940000
2019-01-04 16:00,1.339790000,1.339540000,1.3527458,39.972494134779,1.339680000
2019-01-06 17:00,1.337460000,1.337460000,1.352355,40.690109528123,1.337460000
2019-01-06 18:00,1.338750000,1.338310000,1.3519814,41.274747305989,1.338650000
2019-01-06 19:00,1.337020000,1.336860000,1.3516032,40.934296756848,1.336870000
2019-01-06 20:00,1.337730000,1.337610000,1.3511798,41.427781856578,1.337730000
2019-01-06 21:00,1.336770000,1.336660000,1.3507908,41.45411203814,1.336660000
2019-01-06 22:00,1.33610000,1.336050000,1.3503764,40.634005763689,1.336070000
2019-01-06 23:00,1.335930000,1.335770000,1.3498564,32.278987116837,1.335770000
2019-01-07 00:00,1.335730000,1.335670000,1.3493274,32.022917584839,1.335730000
2019-01-07 01:00,1.335710000,1.335650000,1.3487854,33.430284589225,1.335690000
2019-01-07 02:00,1.335920000,1.335730000,1.3482596,33.897151568497,1.335770000
2019-01-07 03:00,1.33530000,1.335070000,1.347707,33.24185381315,1.335070000
2019-01-07 04:00,1.336050000,1.335910000,1.347153,35.133578309663,1.336050000
2019-01-07 05:00,1.336220000,1.336220000,1.3465972,34.94167920074,1.336220000
2019-01-07 06:00,1.336490000,1.336340000,1.3460182,35.585057116394,1.336340000
2019-01-07 07:00,1.335920000,1.335820000,1.3454798,36.246232046811,1.335860000
2019-01-07 08:00,1.335250000,1.335130000,1.3449696,35.3342827601,1.335150000
2019-01-07 09:00,1.335050000,1.334570000,1.344463,33.670378915188,1.335020000
2019-01-07 10:00,1.333990000,1.333180000,1.3439436,34.995055552323,1.333960000
2019-01-07 11:00,1.331520000,1.331080000,1.3434148,34.710362335564,1.331410000
2019-01-07 12:00,1.330420000,1.329190000,1.3428846,34.668357056416,1.329190000
2019-01-07 13:00,1.329170000,1.328020000,1.342398,36.026109347865,1.329170000
2019-01-07 14:00,1.329380000,1.329220000,1.3419516,37.375745526839,1.329360000
2019-01-07 15:00,1.329450000,1.329310000,1.341498,37.126635398667,1.329420000
2019-01-07 16:00,1.329680000,1.329540000,1.3410634,37.79131855016,1.32960000
2019-01-07 17:00,1.329680000,1.329540000,1.3406834,38.049224184056,1.329680000
2019-01-07 18:00,1.329520000,1.329240000,1.3403266,37.062037929926,1.329520000
2019-01-07 19:00,1.329690000,1.329560000,1.3399632,36.387264457439,1.329650000
2019-01-07 20:00,1.32930000,1.329110000,1.3396026,34.702905700009,1.329270000
2019-01-07 21:00,1.32990000,1.329790000,1.3392296,35.514223194748,1.32990000
2019-01-07 22:00,1.328120000,1.327960000,1.3388468,34.460135661069,1.327980000
2019-01-07 23:00,1.328670000,1.328480000,1.3384702,34.699361773597,1.328670000
2019-01-08 00:00,1.328050000,1.327930000,1.3381096,34.30063779502,1.328050000
2019-01-08 01:00,1.328220000,1.328090000,1.3376972,33.304563599094,1.328110000
2019-01-08 02:00,1.327850000,1.327360000,1.3373114,33.374209980191,1.327380000
2019-01-08 03:00,1.32890000,1.328470000,1.3369014,33.534158149543,1.32850000
2019-01-08 04:00,1.327720000,1.327520000,1.3364968,31.989908479622,1.32770000
2019-01-08 05:00,1.327510000,1.327410000,1.3360764,33.163102457708,1.327410000
2019-01-08 06:00,1.328070000,1.32780000,1.3356736,34.989133809376,1.328070000
2019-01-08 07:00,1.327920000,1.327810000,1.3352788,35.281227173119,1.327810000
2019-01-08 08:00,1.329510000,1.329080000,1.3349298,37.052054794521,1.329080000
2019-01-08 09:00,1.330590000,1.330430000,1.3346204,37.549518651574,1.330470000
2019-01-08 10:00,1.32860000,1.328160000,1.3342862,37.257570602246,1.32860000
2019-01-08 11:00,1.329090000,1.328710000,1.33396,38.100033568312,1.328820000
2019-01-08 12:00,1.330820000,1.330680000,1.3336802,39.69316387155,1.330820000
2019-01-08 13:00,1.329940000,1.329680000,1.3333846,38.998078912369,1.32970000
2019-01-08 14:00,1.329070000,1.328750000,1.3330976,37.654871848086,1.32880000
2019-01-08 15:00,1.328210000,1.32810000,1.332823,38.758077997268,1.328160000
2019-01-08 16:00,1.327860000,1.327630000,1.3326414,43.270062360599,1.327630000
2019-01-08 17:00,1.327550000,1.327130000,1.3324174,42.011251758087,1.327250000
2019-01-08 18:00,1.327310000,1.327190000,1.332182,41.430007975311,1.327270000
2019-01-08 19:00,1.324890000,1.324430000,1.3319416,41.180119942097,1.324430000
2019-01-08 20:00,1.325280000,1.325130000,1.3316986,41.051365744718,1.325240000
2019-01-08 21:00,1.32380000,1.323490000,1.3314504,40.537886577096,1.32380000
2019-01-08 22:00,1.323680000,1.323420000,1.3311898,39.937174920046,1.323650000
2019-01-08 23:00,1.322870000,1.322830000,1.3309216,39.174283376172,1.322870000
2019-01-09 00:00,1.322870000,1.322780000,1.3306602,39.499343382105,1.322870000
2019-01-09 01:00,1.323120000,1.323040000,1.3303786,39.510065486296,1.323040000
2019-01-09 02:00,1.323610000,1.32320000,1.3301028,39.789936492428,1.32320000
2019-01-09 03:00,1.323360000,1.322960000,1.3298388,39.558369131057,1.323150000
2019-01-09 04:00,1.323880000,1.323770000,1.3295842,38.232235701907,1.323810000
2019-01-09 05:00,1.323770000,1.323590000,1.3293336,36.667597121254,1.323770000
2019-01-09 06:00,1.324190000,1.323990000,1.3290828,36.657809485677,1.324180000
2019-01-09 07:00,1.323780000,1.323450000,1.3288436,37.838899803536,1.323450000
2019-01-09 08:00,1.32370000,1.323460000,1.3286176,38.504598160736,1.32370000
2019-01-09 09:00,1.324820000,1.324480000,1.3283802,37.336098970294,1.324610000
2019-01-09 10:00,1.324630000,1.32050000,1.3281248,38.192520775623,1.322650000
2019-01-09 11:00,1.324090000,1.323580000,1.327872,38.46949327818,1.323910000
2019-01-09 12:00,1.321390000,1.32110000,1.327647,38.845910862646,1.321110000
2019-01-09 13:00,1.3210000,1.320820000,1.327397,37.612963540044,1.320990000
2019-01-09 14:00,1.320880000,1.319790000,1.3271748,38.140200286123,1.320840000
2019-01-09 15:00,1.322140000,1.321780000,1.3269178,36.531326418754,1.322140000
2019-01-09 16:00,1.321560000,1.321450000,1.3267094,38.818140071458,1.321510000
2019-01-09 17:00,1.320870000,1.320430000,1.3265424,41.004708833203,1.320790000
2019-01-09 18:00,1.320690000,1.320440000,1.3264018,41.300150182364,1.32060000
2019-01-09 19:00,1.321420000,1.321260000,1.3262448,42.274042629854,1.321270000
2019-01-09 20:00,1.322180000,1.322070000,1.3260722,43.40622484572,1.322180000
2019-01-09 21:00,1.323370000,1.323270000,1.3258922,44.93670886076,1.323340000
2019-01-09 22:00,1.323870000,1.323810000,1.325724,45.945945945946,1.323820000
2019-01-09 23:00,1.322470000,1.322370000,1.3255772,45.542448269193,1.322370000
2019-01-10 00:00,1.322980000,1.322880000,1.325451,47.122335930898,1.322930000
2019-01-10 01:00,1.322920000,1.322850000,1.325342,46.194664684506,1.322920000
2019-01-10 02:00,1.323170000,1.322710000,1.3251914,45.769262228038,1.322970000
2019-01-10 03:00,1.324450000,1.3240000,1.3250904,46.614575161348,1.3240000
2019-01-10 04:00,1.324270000,1.323850000,1.3249754,47.627473057745,1.324270000
2019-01-10 05:00,1.323350000,1.322960000,1.3248738,46.361337454341,1.322970000
2019-01-10 06:00,1.321740000,1.321740000,1.3247916,47.784463894967,1.321740000
2019-01-10 07:00,1.322110000,1.322070000,1.3247294,46.985909524314,1.322080000
2019-01-10 08:00,1.321890000,1.321610000,1.3246188,45.893560754909,1.321890000
2019-01-10 09:00,1.323760000,1.323480000,1.3244996,45.416517772686,1.323730000
2019-01-10 10:00,1.324420000,1.32390000,1.324393,44.214565779594,1.324030000
2019-01-10 11:00,1.323120000,1.322740000,1.3242694,45.044853535139,1.322860000
2019-01-10 12:00,1.323320000,1.32310000,1.3241878,45.957558929042,1.32330000
2019-01-10 13:00,1.323760000,1.32360000,1.3240868,44.596012591815,1.323640000
2019-01-10 14:00,1.323970000,1.323660000,1.3239346,43.267070920116,1.323970000
2019-01-10 15:00,1.323040000,1.322830000,1.3238286,43.981431267489,1.322850000
2019-01-10 16:00,1.323790000,1.323570000,1.323725,44.163117040368,1.323620000
2019-01-10 17:00,1.323440000,1.322920000,1.323588,41.523725416936,1.323440000
2019-01-10 18:00,1.323760000,1.32350000,1.323451,41.523725416935,1.32350000
2019-01-10 19:00,1.323850000,1.323570000,1.3233474,41.821095636864,1.323840000
2019-01-10 20:00,1.323370000,1.323110000,1.323253,42.371020856202,1.323360000
2019-01-10 21:00,1.322310000,1.322160000,1.3231704,41.124492432632,1.322160000
2019-01-10 22:00,1.32150000,1.321440000,1.3231022,40.136830102622,1.321450000
2019-01-10 23:00,1.321170000,1.321090000,1.323024,41.496738287487,1.321160000
2019-01-11 00:00,1.320270000,1.32020000,1.3229786,43.617837449053,1.320270000
2019-01-11 01:00,1.320560000,1.320460000,1.3229028,43.389863172095,1.320540000
2019-01-11 02:00,1.320910000,1.320830000,1.32285,44.946287539457,1.320880000
2019-01-11 03:00,1.319870000,1.319760000,1.3227824,43.932243076135,1.319770000
2019-01-11 04:00,1.318480000,1.318390000,1.3227358,43.425182256271,1.318450000
2019-01-11 05:00,1.31890000,1.31880000,1.322696,43.039066524505,1.318890000
2019-01-11 06:00,1.318720000,1.318620000,1.3226306,43.240973971453,1.318630000
2019-01-11 07:00,1.319860000,1.319670000,1.3225356,43.2776677045,1.319820000
2019-01-11 08:00,1.321490000,1.320890000,1.3224504,42.074760938858,1.320890000
2019-01-11 09:00,1.323910000,1.323650000,1.3223468,42.66704416761,1.323820000
2019-01-11 10:00,1.327050000,1.326690000,1.3222678,42.616577481708,1.326690000
2019-01-11 11:00,1.32540000,1.325270000,1.322202,43.592330978809,1.325280000
2019-01-11 12:00,1.325730000,1.325480000,1.3222094,46.467720430326,1.325580000
2019-01-11 13:00,1.326530000,1.326230000,1.3222692,49.561264708421,1.326420000
2019-01-11 14:00,1.326490000,1.326380000,1.3222826,48.788398800656,1.326410000
2019-01-11 15:00,1.327310000,1.327080000,1.3223412,49.589205929637,1.327080000
2019-01-11 16:00,1.327130000,1.327020000,1.3223914,49.10428885813,1.327040000
2019-01-13 17:00,1.325670000,1.325660000,1.3224974,53.086446334374,1.325670000
2019-01-13 18:00,1.326520000,1.325980000,1.3226192,52.024642238337,1.325980000
2019-01-13 19:00,1.326820000,1.326610000,1.3227432,52.196587616697,1.326820000
2019-01-13 20:00,1.326550000,1.326280000,1.3228138,50.638495963774,1.326280000
2019-01-13 21:00,1.325750000,1.325710000,1.3229032,49.916204718319,1.325720000
2019-01-13 22:00,1.327170000,1.327080000,1.3230238,49.956127522668,1.32710000
2019-01-13 23:00,1.327910000,1.327830000,1.3231374,49.412823589919,1.32790000
2019-01-14 00:00,1.327770000,1.327710000,1.3232264,49.832960953293,1.327730000
2019-01-14 01:00,1.327540000,1.327520000,1.3233248,50.378851658528,1.327530000
2019-01-14 02:00,1.328790000,1.32860000,1.323416,49.961796417353,1.328610000
2019-01-14 03:00,1.328470000,1.32830000,1.3234942,51.163829312123,1.328360000
2019-01-14 04:00,1.327360000,1.32710000,1.3235974,53.068337230335,1.327360000
2019-01-14 05:00,1.327190000,1.327080000,1.323711,53.679352085692,1.327090000
2019-01-14 06:00,1.328040000,1.327720000,1.3238198,53.303355240401,1.327770000
2019-01-14 07:00,1.327490000,1.327280000,1.3239076,53.734717802713,1.327450000
2019-01-14 08:00,1.32780000,1.32750000,1.3239694,54.105766675525,1.327770000
2019-01-14 09:00,1.327120000,1.32680000,1.3240394,54.600420609884,1.32710000
2019-01-14 10:00,1.326920000,1.326460000,1.324129,56.044252563411,1.326840000
2019-01-14 11:00,1.326750000,1.32630000,1.3242496,56.382836519182,1.326320000
2019-01-14 12:00,1.328060000,1.327650000,1.32435,56.88048245614,1.328050000
2019-01-14 13:00,1.326720000,1.326560000,1.324449,56.771545827633,1.326680000
2019-01-14 14:00,1.326520000,1.326380000,1.3245008,55.659202572056,1.326460000
2019-01-14 15:00,1.326850000,1.326610000,1.3245812,57.450136879155,1.326640000
2019-01-14 16:00,1.32770000,1.327490000,1.3246576,57.152120347556,1.327520000
2019-01-14 17:00,1.328410000,1.328090000,1.3247208,58.255269320843,1.328380000
2019-01-14 18:00,1.328190000,1.328030000,1.3247808,58.058823529412,1.328070000
2019-01-14 19:00,1.327760000,1.327610000,1.3248518,58.726483357453,1.32770000
2019-01-14 20:00,1.327080000,1.326910000,1.3249624,59.462791150328,1.326960000
2019-01-14 21:00,1.326560000,1.326360000,1.3250514,60.029455081002,1.326560000
2019-01-14 22:00,1.327130000,1.327070000,1.3251366,59.74463095264,1.327080000
2019-01-14 23:00,1.326750000,1.326660000,1.3252058,60.535387496276,1.326750000
2019-01-15 00:00,1.326880000,1.326830000,1.3252602,61.517390750414,1.326840000
2019-01-15 01:00,1.326270000,1.326040000,1.3253346,60.859239153484,1.326250000
2019-01-15 02:00,1.326770000,1.326580000,1.3254264,62.119867535335,1.326590000
2019-01-15 03:00,1.325780000,1.325340000,1.3255342,61.39277550164,1.325690000
2019-01-15 04:00,1.325960000,1.325710000,1.325636,60.928509584297,1.325920000
2019-01-15 05:00,1.327380000,1.327270000,1.3257624,60.814465479091,1.327290000
2019-01-15 06:00,1.325850000,1.325630000,1.3258654,60.993931441693,1.325840000
2019-01-15 07:00,1.326510000,1.326390000,1.3259662,60.86684657408,1.32640000
2019-01-15 08:00,1.3270000,1.326810000,1.3261166,62.250961202377,1.326940000
2019-01-15 09:00,1.325610000,1.325040000,1.3262644,62.039536706436,1.325080000
2019-01-15 10:00,1.323480000,1.323180000,1.3264146,62.168026384309,1.323370000
2019-01-15 11:00,1.324550000,1.32410000,1.3265808,61.275440976934,1.324280000
2019-01-15 12:00,1.327510000,1.327230000,1.326686,58.959353730679,1.327230000
2019-01-15 13:00,1.328290000,1.328080000,1.3267356,57.211979644615,1.328080000
2019-01-15 14:00,1.328560000,1.328380000,1.3267448,54.63169766259,1.328560000
2019-01-15 15:00,1.328120000,1.327840000,1.3267556,54.73979130358,1.328120000
2019-01-15 16:00,1.326960000,1.326690000,1.3268116,55.907413619591,1.326910000
2019-01-15 17:00,1.326470000,1.326330000,1.3268712,56.136955215911,1.326470000
2019-01-15 18:00,1.326640000,1.326470000,1.3269052,56.373959973016,1.326470000
2019-01-15 19:00,1.326230000,1.326050000,1.3269152,54.677208287895,1.326080000
2019-01-15 20:00,1.326580000,1.326460000,1.326903,55.17271746549,1.326580000
2019-01-15 21:00,1.32710000,1.327010000,1.3268916,54.325345083405,1.32710000
2019-01-15 22:00,1.326860000,1.326790000,1.3268998,55.674592203484,1.32680000
2019-01-15 23:00,1.327060000,1.326940000,1.3269118,55.93499845398,1.327020000
2019-01-16 00:00,1.326750000,1.326650000,1.3269174,55.494638953468,1.32670000
2019-01-16 01:00,1.32540000,1.325250000,1.3269278,55.835631742485,1.325380000
2019-01-16 02:00,1.326150000,1.325870000,1.3269538,54.924202393114,1.326120000
2019-01-16 03:00,1.324960000,1.324820000,1.3269458,54.512635379061,1.324950000
2019-01-16 04:00,1.325460000,1.325350000,1.3268954,53.488962192337,1.325360000
2019-01-16 05:00,1.326460000,1.326340000,1.3268632,52.796058461429,1.326340000
2019-01-16 06:00,1.327240000,1.327140000,1.3268116,51.497620172638,1.327220000
2019-01-16 07:00,1.327160000,1.327060000,1.3267466,50.464913726136,1.327110000
2019-01-16 08:00,1.326690000,1.326320000,1.3267062,50.236076094431,1.326690000
2019-01-16 09:00,1.326450000,1.32620000,1.3267034,50.823955444523,1.326220000
2019-01-16 10:00,1.324910000,1.324790000,1.3267038,51.048596882985,1.324910000
2019-01-16 11:00,1.324970000,1.324710000,1.3266822,51.530007667464,1.324830000
2019-01-16 12:00,1.324370000,1.324070000,1.3266576,51.324300244148,1.324350000
2019-01-16 13:00,1.324280000,1.324140000,1.3266004,51.176430625694,1.32420000
2019-01-16 14:00,1.32520000,1.325010000,1.326555,51.939783957711,1.325120000
2019-01-16 15:00,1.32510000,1.324830000,1.3265052,51.652495885902,1.324830000
2019-01-16 16:00,1.325780000,1.325610000,1.3264628,52.13750144192,1.325690000
2019-01-16 17:00,1.325230000,1.324990000,1.3264042,50.898784658533,1.325230000
2019-01-16 18:00,1.325490000,1.325240000,1.3263672,52.371327334494,1.325270000
2019-01-16 19:00,1.326090000,1.325840000,1.3263518,51.943076081007,1.325850000
2019-01-16 20:00,1.325770000,1.325460000,1.3263236,53.079026168467,1.325770000
2019-01-16 21:00,1.326480000,1.326380000,1.3262786,51.784780414239,1.326480000
2019-01-16 22:00,1.326880000,1.326720000,1.326228,51.337351320167,1.326830000
2019-01-16 23:00,1.327250000,1.327190000,1.326182,51.658205802794,1.32720000
2019-01-17 00:00,1.328360000,1.328240000,1.3261576,51.24960455552,1.328240000
2019-01-17 01:00,1.327910000,1.327840000,1.326155,50.824867640375,1.327840000
2019-01-17 02:00,1.328490000,1.328310000,1.3261678,49.94342500123,1.328360000
2019-01-17 03:00,1.328890000,1.328640000,1.326191,50.700130820292,1.328850000
2019-01-17 04:00,1.328790000,1.328680000,1.3262128,50.592885375494,1.328740000
2019-01-17 05:00,1.32820000,1.32810000,1.3262432,51.201604527058,1.328190000
2019-01-17 06:00,1.328020000,1.327930000,1.3262952,50.752367674631,1.327970000
2019-01-17 07:00,1.328020000,1.327810000,1.3263382,52.154408306501,1.328010000
2019-01-17 08:00,1.329040000,1.32880000,1.3263882,52.710608424337,1.32880000
2019-01-17 09:00,1.329930000,1.329630000,1.3264292,54.072290914396,1.329730000
2019-01-17 10:00,1.330210000,1.329980000,1.3264436,52.137445201834,1.329980000
2019-01-17 11:00,1.329560000,1.329190000,1.3265028,53.679092382496,1.329460000
2019-01-17 12:00,1.32960000,1.329350000,1.3265694,54.206350223681,1.329570000
2019-01-17 13:00,1.32980000,1.32970000,1.3266302,53.794120309893,1.329750000
2019-01-17 14:00,1.329770000,1.329590000,1.3267178,56.230481160517,1.329760000
2019-01-17 15:00,1.3270000,1.326590000,1.3268418,57.851621091496,1.326960000
2019-01-17 16:00,1.32780000,1.327380000,1.3269512,56.805652038961,1.327380000
2019-01-17 17:00,1.32760000,1.327370000,1.3270018,52.00919615732,1.32760000
2019-01-17 18:00,1.3280000,1.327640000,1.3269794,46.905064440007,1.327830000
2019-01-17 19:00,1.328150000,1.328080000,1.3269558,46.789157722394,1.328120000
2019-01-17 20:00,1.327770000,1.327670000,1.3269454,45.969072795061,1.327750000
2019-01-17 21:00,1.327550000,1.327420000,1.3269638,46.675699370367,1.327440000
2019-01-17 22:00,1.327480000,1.327410000,1.3269968,46.049661399548,1.327420000
2019-01-17 23:00,1.327770000,1.327690000,1.3270224,46.448087431694,1.327770000
2019-01-18 00:00,1.327640000,1.327620000,1.3270496,46.610169491525,1.327620000
2019-01-18 01:00,1.327710000,1.327640000,1.3270664,47.649924089069,1.327690000
2019-01-18 02:00,1.326860000,1.326640000,1.3270798,47.324199169332,1.326730000
2019-01-18 03:00,1.326630000,1.326350000,1.3270962,47.631174322506,1.326360000
2019-01-18 04:00,1.327260000,1.327030000,1.3271096,47.340194231048,1.327160000
2019-01-18 05:00,1.32650000,1.32630000,1.3271102,46.058383866873,1.326470000
2019-01-18 06:00,1.32620000,1.32610000,1.3271298,47.987070232148,1.32620000
2019-01-18 07:00,1.325310000,1.325210000,1.3271506,48.103987490227,1.32530000
2019-01-18 08:00,1.327190000,1.326990000,1.327181,49.141373801917,1.327090000
2019-01-18 09:00,1.325740000,1.325490000,1.3271978,49.748190641363,1.32560000
2019-01-18 10:00,1.326410000,1.32610000,1.327177,47.827903091061,1.32640000
2019-01-18 11:00,1.325060000,1.324680000,1.3271744,49.738430583501,1.324960000
2019-01-18 12:00,1.32630000,1.326150000,1.3271442,47.121616469691,1.32630000
2019-01-18 13:00,1.325990000,1.325760000,1.3271384,47.456200979656,1.325990000
2019-01-18 14:00,1.325840000,1.325680000,1.3271132,45.723550871504,1.325740000
2019-01-18 15:00,1.32720000,1.327020000,1.327141,48.511207761793,1.327020000
2019-01-18 16:00,1.327560000,1.327430000,1.3271642,48.076923076923,1.327510000
2019-01-20 18:00,1.326540000,1.326140000,1.327192,48.511207761793,1.326510000
2019-01-20 19:00,1.327790000,1.327610000,1.3272484,48.893020111543,1.327610000
2019-01-20 20:00,1.32650000,1.326410000,1.3272962,48.202917582574,1.326460000
2019-01-20 21:00,1.326560000,1.325130000,1.3273298,46.872831246704,1.32650000
2019-01-20 22:00,1.326520000,1.326340000,1.3273682,47.259349078182,1.326360000
2019-01-20 23:00,1.326890000,1.326610000,1.3273928,46.033876466325,1.326610000
2019-01-21 00:00,1.326230000,1.326170000,1.3274174,46.033876466325,1.326230000
2019-01-21 01:00,1.32640000,1.326240000,1.3274276,46.859772236776,1.326330000
2019-01-21 02:00,1.326720000,1.326510000,1.3274444,45.399469897766,1.326520000
2019-01-21 03:00,1.327210000,1.327040000,1.3274394,45.577119509704,1.327130000
2019-01-21 04:00,1.328820000,1.328490000,1.3274294,45.147563486616,1.328490000
2019-01-21 05:00,1.328870000,1.328810000,1.3274158,44.83406041195,1.328810000
2019-01-21 06:00,1.328820000,1.328650000,1.3273936,44.070429829104,1.328650000
2019-01-21 07:00,1.329170000,1.329150000,1.3274066,45.090562440419,1.329160000
2019-01-21 08:00,1.329840000,1.329530000,1.3274156,44.759556103576,1.32960000
2019-01-21 09:00,1.330790000,1.33060000,1.3274116,45.656621509538,1.330660000
2019-01-21 10:00,1.330020000,1.32990000,1.32742,44.707136414573,1.330000
2019-01-21 11:00,1.328990000,1.328410000,1.3274482,44.370074936862,1.328990000
2019-01-21 12:00,1.329030000,1.329010000,1.327502,44.375169422607,1.329030000
2019-01-21 13:00,1.330030000,1.329840000,1.3275418,45.194322539833,1.329910000
2019-01-21 14:00,1.329450000,1.329380000,1.3275456,44.303338171263,1.329390000
2019-01-21 15:00,1.329490000,1.329460000,1.3275316,42.853343970216,1.329460000
2019-01-21 16:00,1.329850000,1.32950000,1.3275302,43.887409264191,1.329720000
2019-01-21 17:00,1.32920000,1.32920000,1.3275288,43.887409264191,1.32920000
2019-01-21 18:00,1.329840000,1.32950000,1.3275266,43.82286819679,1.329710000
